Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
129947,3.318,0.687,-3.94,-0.242,-4.333,-1.308,-0.445,-4.494,3.369,4.871,4629.79,0
150986,1.904,2.742,3.637,2.246,1.235,-3.505,-3.317,4.532,1.339,1.692,1425.86,0
66229,0.704,-1.524,1.593,4.086,3.672,-3.511,1.435,4.571,-1.681,-4.868,1568.57,0
133288,-1.427,-4.597,0.381,-3.864,-2.562,-2.505,2.499,-4.121,0.48,4.462,3260.17,0
129168,2.456,1.411,-5,3.4,0.56,-1.576,-1.792,-3.11,0.587,3.049,3491.16,0
118323,-4.522,-0.677,2.416,-1.856,4.596,4.588,1.793,-1.458,3.952,2.253,1273.95,0
104719,-0.713,-1.402,-2.176,-4.607,-3.623,-4.346,-2.217,1.58,2.725,-3.526,2019.6,0
22726,3.087,2.184,0.915,-4.862,1.363,4.327,1.125,-0.314,-3.296,0.799,690.74,0
31169,1.806,1.307,-0.05,-4.088,3.484,0.922,4.404,-3.849,4.082,4.686,1581.19,0
172607,-3.92,-1.906,1.176,2.887,-2.895,3.164,-0.903,-3.067,-0.366,1.842,4771.94,0
93269,-1.114,2.552,3.937,3.533,-0.47,0.168,2.344,3.576,-2.926,0.681,1971.77,0
136191,0.465,1.09,3.951,-3.665,-3.478,3.596,-3.59,-4.768,-1.108,1.359,3518.14,0
107022,2.797,3.18,4.018,4.866,-3.202,3.264,-1.062,-2.033,3.855,2.565,1437.55,0
4428,2.524,-2.356,0.081,-0.662,-0.556,3.885,0.299,4.688,-0.347,3.655,1106.26,0
79682,4.932,2.025,1.477,-4.178,-0.032,-0.81,4.361,3.893,-3.022,3.259,3513.89,1
55206,-4.24,2.104,4.36,3.225,4.742,1.395,0.84,0.584,2.919,-1.517,702.39,0
44863,0.427,4.035,3.063,-2.082,-1.07,-0.174,3.195,0.432,-1.576,1.247,4073.16,0
120381,2.141,2.185,3.023,0.42,3.735,-4.924,-0.574,-4.875,0.137,-0.739,2703.68,0
112606,4.35,-4.435,-2.655,4.531,2.397,2.915,4.216,-1.893,-4.228,3.693,3573.12,0
68142,2.489,-3.369,-3.633,0.713,-1.017,1.528,-0.007,-2.99,4.969,0.141,3983.55,0
115543,1.165,2.078,-2.686,4.15,3.266,-1.06,3.298,4.333,3.527,2.2,1062.09,0
100105,4.809,-3.8,0.808,-4.845,1.594,2.915,0.977,-0.987,3.926,-0.813,4883.45,0
63170,-3.217,0.404,-1.701,-2.091,1.531,4.571,-2.932,-1.553,2.246,1.282,2607.15,0
43270,,2.046,-3.645,-1.312,-4.095,-0.063,3.838,4.532,0.512,0.407,3855.57,0
150485,-3.85,-1.864,0.68,-4.733,-4.241,-0.57,-4.373,3.812,4.344,-4.77,242.05,0
57738,0.482,-0.512,1.271,-4.605,-2.086,1.114,2.613,-4.92,2.721,4.456,969.78,0
143317,-1.865,-1.663,-0.465,4.716,1.28,-2.573,-2.07,2.578,1.296,2.742,4134.83,0
5742,4.216,-1.796,-1.035,-2.472,-4.956,-0.645,-3.471,-3.09,-1.255,-1.596,1610.44,0
18599,,-4.96,0.256,-2.124,1.462,-0.507,0.381,-0.552,-1.658,3.818,2685.07,0
131084,-0.578,-3.162,4.794,0.932,0.707,1.741,-2.771,0.16,-3.455,1.768,162.96,0
11540,3.711,4.789,4.008,2.894,-3.437,-1.929,-1.218,2.119,0.784,4.26,1221.13,0
5953,0.415,0.199,0.672,-1.289,4.593,3.613,1.605,-4.546,-2.761,-0.769,2915.03,0
91860,-4.854,0.888,-3.832,-3.995,-2.945,2.348,-3.426,0.156,3.09,-0.974,1289.48,0
128760,2.116,-3.598,-0.83,-0.143,1.953,0.265,-0.937,3.556,2.813,0.527,3763.19,0
55014,-3.41,-2.903,3.212,1.41,2.667,2.722,2.315,-0.031,-4.467,-4.428,4683.58,0
45788,-3.292,3.117,-2.576,-2.039,3.597,0.936,-2.193,2.599,-1.427,4.082,4824.2,0
120154,-2.308,-1.251,4.979,-2.283,0.272,2.976,2.264,2.506,-4.283,-3.028,647.29,0
128311,2.072,-2.235,-4.777,-4.92,-3.353,0.724,0.757,0.306,0.934,-2.366,3022.62,0
37728,1.767,-1.43,-1.055,3.331,0.783,3.21,-1.438,-2.227,-2.991,1.743,3914.32,0
79858,1.947,-1.593,1.434,-2.251,-3.435,4.69,0.858,-3.725,-3.137,-2.832,1811.05,0
172625,-2.181,-2.288,-4.84,0.722,-0.77,2.561,-1.51,4.78,-4.077,-0.768,2882.77,0
76837,4.399,-3.917,2.849,-2.516,-3.26,3.522,-4.481,1.304,3.69,-1.951,3150.74,0
142413,-3.899,0.766,1.478,4.275,-4.193,0.777,-4.565,4.188,-0.772,1.238,3793.49,0
112309,0.83,4.652,0.057,1.1,1.521,-0.251,3.294,-3.841,-3.13,0.282,1150.72,0
145323,-4.329,2.647,-1.859,-4.821,2.014,0.223,2.366,1.301,-0.888,-4.32,2761.3,0
63035,-1.425,1.245,2.145,-2.391,-4.625,1.539,4.578,-4.242,-2.899,-0.986,3955.62,1
6119,4.884,-3.569,1.657,-3.538,-4.56,3.903,-0.594,1.304,-3.395,-3.707,1546.93,0
24084,0.6,1.976,4.014,4.865,-4.993,1.446,-2.157,3.436,-0.983,-0.557,311.71,0
102663,,error,-1.92,-2.804,3.749,0.416,-4.532,4.857,0.453,-3.244,4058.66,0
135955,4.361,0.529,3.212,-4.402,-1.333,-4.662,-2.864,-4.423,3.808,4.214,4486.43,0
145395,0.217,0.265,-2.144,1.392,-4.141,-3.443,3.102,-4.964,1.475,-0.055,69.73,0
127416,2.377,-3.941,3.622,-1.686,-3.588,1.484,0.815,1.224,1.745,2.556,400.55,0
129819,-2.95,3.747,2.263,4.247,-2.484,-1.594,1.011,-3.314,0.045,3.575,2042.26,0
62000,1.438,2.988,2.753,1.54,-4.819,3.166,1.348,3.769,3.204,0.031,361.14,0
118129,-4.362,-0.716,-2.903,4.241,4.504,-1.59,-4.546,3.888,2.573,-0.653,152.85,0
101599,-4.932,-4.045,3.615,-4.326,-2.229,-3.21,0.068,-4.247,-1.754,1.417,4985.74,0
68018,-3.699,4.596,2.508,1.606,2.126,3.739,0.308,-4.789,0.154,-3.429,4456.9,0
54801,-4.99,-4.024,3.999,-2.056,-0.872,-2.328,-4.613,-2.138,-4.911,4.2,1945.42,0
23340,1.511,1.395,-4.631,-4.287,0.209,2.435,-4.564,4.036,4.453,4.582,2001.08,0
116632,2.135,-1.684,0.84,-0.759,2.271,1.479,0.426,-3.371,1.364,-1.383,881.22,0
79353,-0.533,-3.872,4.412,4.657,-2.374,-4.629,3.74,0.496,-1.603,2.154,?,0
104407,3.9,3.574,1.14,-1.016,3.743,-3.459,-0.95,0.343,-3.306,-3.109,3176.75,0
50746,0.829,-1.45,-1.201,-3.012,4.298,1.49,-0.889,-0.508,-0.478,4.31,2337.68,0
39878,1.8,-0.486,-0.398,0.832,-3.57,2.89,4.821,2.601,-3.74,-0.125,2214.48,0
153577,-3.413,0.577,1.595,-4.217,-0.462,-3.726,-0.194,3.339,1.83,-4.373,3027.13,0
61152,-3.142,-1.61,0.557,3.223,-0.238,-2.088,2.553,4.141,-1.713,0.749,4228.62,0
40880,-1.174,-1.127,4.344,-3.111,2.374,1.866,-1.521,-1.405,4.179,4.225,733.68,1
166752,-2.106,-3.852,1.36,2.197,-2.274,2,-2.249,-3.102,0.27,0.507,4252.12,0
144546,-4.295,0.752,-3.252,0.082,1.748,4.208,-0.203,-2.617,1.464,-2.999,2271.13,0
3849,-0.066,0.692,-1.321,0.067,2.631,-3.966,1.665,1.732,-0.08,-3.876,3384.88,0
71247,,1.426,-0.713,-1.96,4.349,-4.633,2.014,3.482,-2.121,-1.239,3284.01,0
154837,-4.375,-2.176,-4.444,-2.535,1.961,2.397,-4.653,-4.705,-3.275,4.819,2141.49,0
44106,-1.095,-2.003,-2.751,3.147,3.281,-0.169,-1.792,-2.079,-4.978,2.902,2624.15,0
23553,0.227,-4.67,-0.546,-0.813,0.146,-0.623,4.002,3.939,-2.349,-0.793,968.63,0
6820,-1.717,-3.255,1.929,-1.868,-2.495,0.399,-2.082,0.742,-2.357,3.523,304.5,0
27433,-2.233,0.138,2.393,4.161,-2.066,4.952,-2.806,-1.11,3.718,-0.866,2009.86,0
79375,1.696,1.01,-1.799,-1.812,-3.076,-1.501,1.325,-1.465,2.498,-2.248,3229.61,0
34057,-3.055,2.913,1.12,-2.535,1.059,-2.78,-1.964,-3.227,2.316,4.712,1653.21,0
2391,-0.648,-3.32,3.161,-3.132,-4.304,-4.211,-4.814,-1.989,0.395,4.018,1576.22,0
122060,-4.529,-3.146,1.297,-0.736,1.057,-3.793,-3.368,-1.645,-1.87,3.012,3017.98,0
10740,-1.089,-0.108,3.589,-2.91,-3.243,-4.904,0.659,1.081,2.9,-1.338,28.11,0
18092,-4.811,1.906,-4.35,-2.979,4.977,-1.512,1.732,3.012,0.913,-3.941,?,0
107502,-1.444,-1.399,3.768,-4.036,-0.742,1.911,-4.196,-0.515,0.009,-4.751,4411.86,0
166963,1.748,2.304,-4.489,-0.313,-3.196,-0.476,4.14,4.904,1.855,-1.044,127.28,0
12062,-1.243,-3.594,2.389,-1.802,-3.595,4.275,-2.323,-1.916,4.474,1.078,1884.47,0
112563,-2.932,-1.891,3.688,4.521,1.947,0.881,-3.809,-0.066,1.045,-2.823,361.77,0
166873,-4.693,-2.632,1.076,-0.899,0.592,-1.644,0.624,-3.358,3.801,0.606,807.18,0
12533,-1.49,3.558,0.851,4.66,-2.587,1.036,2.716,-2.23,2.485,-2.529,1688.99,0
107747,-3.261,4.062,-1.601,-0.415,4.162,-1.575,3.66,-4.72,1.418,0.755,2779.05,0
7348,3.399,-2.731,-0.172,2.917,4.13,-2.543,0.544,-0.461,1.575,-1.483,4323.92,0
32404,2.24,-3.527,0.58,-2.712,-0.136,-1.92,0.498,-0.109,0.387,-4.004,159.96,0
110111,1.057,-3.107,-4.647,-4.218,3.805,-4.628,0.953,1.955,1.197,3.637,24.61,0
42419,-3.256,-1.159,-1.358,-3.896,0.475,-1.909,-3.821,4.597,-4.684,0.372,0.96,0
92532,1.734,-4.272,4.147,3.807,4.158,3.488,-3.833,-3.838,-3.336,-3.67,?,0
85226,0.812,4.621,4.273,-3.399,-1.196,2.422,0.039,4.312,-4.336,2.946,3018.47,1
49907,-3.427,0.225,-3.098,4.574,2.54,2.312,1.615,-4.938,2.125,4.657,1899.77,0
41740,-1.493,-3.398,3.868,-1.891,-3.105,0.505,-2.526,0.584,1.63,4.336,2284.79,1
133130,-2.106,-3.565,4.254,1.779,-0.733,-2.976,-1.797,-0.532,-2.512,-2.842,3637.36,0
59284,-3.018,-0.133,0.432,0.293,-2.506,-3.971,4.298,1.302,-3.685,2.074,3971.98,0
120616,0.795,-1.313,-3.705,-3.13,2.418,4.452,-2.407,-4.413,3.937,-4.342,791.52,0
156288,,2.58,2.916,-1.629,-4.134,-2.448,3.206,1.638,-1.227,3.265,1867.93,0
92715,-2.767,4.543,0.571,-2.975,2.972,-1.27,-1.148,2.311,2.209,4.009,4472.63,0
148425,-3.98,3.137,3.759,-1.399,-0.698,-2.651,0.691,3.932,-1.509,-4.389,316.87,0
80365,4.373,-4.962,2.311,2.811,2.86,3.862,-3.228,-4.137,-3.797,0.78,234.65,0
138773,1.843,2.918,-1.989,-0.884,-1.378,-3.63,-1.171,-2.574,-0.191,-3.883,479.47,0
161294,4.211,4.594,0.736,-4.807,0.043,-2.408,3.676,-0.927,4.946,-0.051,483.67,0
100722,-0.509,-3.459,-2.723,-4.179,-2.446,-3.742,-1.07,-1.468,4.459,-0.736,?,0
165999,3.062,-0.917,1.391,3.948,-4.565,3.01,4.422,2.209,1.205,0.134,2146.88,0
4579,-0.581,-0.382,3.54,-1.567,2.81,-1.795,0.124,1.102,2.173,-4.8,2457.13,0
117468,1.118,3.711,-4.635,-2.041,-4.305,-4.972,-2.727,-3.209,-0.801,0.676,1234.34,0
88400,0.104,1.944,2.525,2.538,4.435,0.753,4.488,4.596,0.757,-3.422,1516.69,0
60256,2.117,0.681,-0.777,-0.419,1.788,1.885,2.105,0.506,3.912,-3.08,3807.79,0
135493,4.81,-2.527,3.753,0.906,3.825,0.423,3.344,1.359,4.913,-0.25,3902.12,0
47822,1.188,3.435,3.581,-2.073,-3.223,1.012,0.441,-3.567,-2.042,3.579,185.46,0
127401,0.806,-3.632,4.737,-2.564,-0.843,1.498,-4.462,3.7,-3.208,-3.634,1774.24,0
157780,-1.341,-4.157,2.257,-3.654,2.496,-1.279,1.143,-1.781,-3.663,-4.371,2163.09,0
17673,-2.292,2.031,2.832,0.695,3.592,-3.588,3.825,4.955,0.604,-4.66,2231.97,0
21,0.243,-3.07,3.539,3.702,-4.455,3.25,-0.306,-4.546,-0.895,4.496,1611.09,0
97523,-3.516,2.453,-0.178,-4.006,3.133,-4.07,-0.676,-2.163,-0.279,-3.967,261.82,0
166884,4.533,0.83,-3.09,0.024,-4.739,2.128,1.104,-3.693,-1.379,-3.749,9.46,0
152744,4.939,-2.738,3.451,4.422,-1.246,-4.897,-2.124,-1.212,4.645,-0.504,3999.71,0
145586,2.148,-3.243,-1.055,-2.002,1.98,0.229,-0.748,-1.887,-4.117,-4.976,1745.51,0
144690,-1.646,2.682,-3.532,3.559,1.596,2.586,-1.747,1.814,-1.839,-4.036,1957.08,0
73662,-2.841,3.156,-4.36,-1.424,2.622,-3.759,-1.77,3.192,4.218,-4.632,2340.03,0
140956,-0.706,-0.757,3.969,2.351,-3.512,1.158,-0.969,-0.197,-3.54,1.102,764.04,0
45335,-2.908,-2.001,-3.548,3.612,2.317,1.218,0.504,1.927,-0.417,-2.09,374.68,0
112522,3.684,1.971,-2.159,2.042,-4.879,-2.807,0.216,0.769,-4.657,-2.269,4556.18,0
111615,4.087,4.442,-2.648,3.554,-4.388,0.956,-3.139,4.98,2.644,-4.388,1309.43,0
161182,1.521,3.218,-4.253,1.132,0.537,2.509,-2.082,-4.615,-1.445,3.432,2987.77,0
67799,-1.76,-4.51,3.772,-1.85,4.951,0.983,-1.194,-4.159,4.702,-3.831,4913.74,0
68752,1.063,-3.873,-2.628,4.285,-0.926,1.545,-4.732,-3.334,-3.947,-1.499,2844.25,0
4376,-4.096,1.896,1.044,1.289,-2.415,-2.946,0.924,1.528,1.781,-0.916,299.28,0
19997,2.113,-2.441,4.397,1.354,-2.323,-4.489,-0.217,4.368,-1.271,1.197,4075.42,0
101558,-4.154,0.582,2.857,-2.695,-2.426,4.869,2.423,2.39,4.303,4.811,4984.1,0
27340,-1.781,-4.433,-4.355,-3.466,3.251,2.28,-3.52,3.404,-1.307,1.149,1761.1,0
106932,-1.471,-1.532,-0.016,-2.28,1.871,2.246,1.831,-2.446,1.323,3.68,483.75,0
98838,3.08,-1.685,-0.22,0.176,4.603,-4.962,-0.671,3.492,-0.134,4.117,892.7,0
54955,3.099,3.107,-1.776,-3.001,-3.149,-4.447,-0.61,-2.16,3.219,1.933,1860.19,0
165389,4.544,0.538,-2.986,2.16,1.017,4.519,-0.029,-0.549,2.652,-0.907,4213.58,0
74074,2.34,-1.159,2.277,-4.14,-0.749,1.656,2.209,-2.13,-1.207,0.12,2792.38,0
117066,-2.349,-0.715,-0.508,-3.714,-4.577,2.052,-3.603,0.259,-0.32,3.477,2647.99,0
51131,1.465,4.57,-0.599,0.835,-4.805,4.963,-2.126,3.035,-2.933,-0.356,4906.39,0
45259,1.127,-4.196,-4.552,-2.588,-1.066,3.107,2.07,0.904,-2.477,4.094,1734.47,0
58696,0.42,4.915,-0.058,1.143,-2.281,-0.242,-2.049,-1.434,2.665,-0.677,2469.78,0
100706,-0.1,2.567,-0.376,-1.661,0.667,3.613,2.97,2.625,-2.395,2.206,2200.8,0
82836,-3.654,4.458,-2.617,2.251,0.573,4.096,4.958,-4.802,3.76,-0.168,4598.4,0
25914,-4.42,-4.993,1.647,-0.227,0.479,0.542,0.748,-1.887,2.7,-2.147,3506.25,0
48785,0.781,-1.308,-0.043,-2.004,3.187,4.35,4.395,-3.809,0.251,-3.813,3744.66,0
58116,1.253,-0.893,1.315,-3.74,-0.682,-4.177,-2.167,3.321,0.048,0.474,1568.22,0
123167,-1.187,3.199,4.991,4.079,-2.242,-4.395,2.235,-4.07,2.297,-3.22,2773.64,0
126833,0.395,-2.613,-3.433,3.531,-1.492,4.479,2.768,1.679,-3.263,-3.994,2542.68,0
122782,4.325,-2.369,-3.547,-0.556,4.633,1.502,-0.082,-2.976,-1.486,2.969,1674.02,0
101955,-2.724,-3.483,1.727,3.61,-3.358,4.197,-0.917,1.469,1.517,2.61,2648.46,0
42939,0.114,3.596,2.171,-2.547,2.916,0.645,4.627,3.546,3.029,-0.967,4647.73,0
47488,-1.121,-3.3,-0.476,3.178,-4.068,4.992,-3.68,3.141,2.83,-3.612,4406.06,0
65960,-1.283,1.383,1.852,0.689,-3.794,-0.707,0.294,3.635,2.917,-1.125,3556.99,0
136803,0.209,3.073,-1.136,2.141,-3.585,-2.085,-2.095,3.668,-2.734,-0.314,220.88,0
109351,-2.957,-4.683,-2.882,3.259,4.604,-3.424,4.559,0.851,-0.509,2.679,?,0
101930,-4.199,1.3,-0.107,2.547,-2.048,-3.428,-4.647,2.598,-0.466,4.755,3714.67,0
93892,4.557,3.845,4.742,2.117,2.2,2.992,-3.38,-1.979,-2.684,-1.111,4716.63,0
61388,2.431,-1.679,-1.471,1.069,0.336,4.834,1.311,2.019,4.72,-3.427,3570.49,0
123050,-1.951,4.666,0.502,-3.389,-3.605,0.987,4.269,-2.696,-3.722,1.748,384.91,0
39289,0.777,-4.646,2.796,-2.229,-0.513,-0.354,1.463,-4.346,2.024,-2.228,3256.13,0
162151,-3.43,0.28,0.535,-0.904,2.221,-2.909,-4.927,-0.852,-0.09,-2.003,2030.73,0
33445,2.309,2.41,-1.277,3.111,4.012,0.063,-4.84,4.947,4.422,0.288,3352.72,0
156648,-4.24,-2.918,3.211,2.768,4.48,4.044,4.158,-3.649,2.19,1.538,839.53,0
76935,-3.774,0.755,-2.861,2.531,3.502,-3.124,-0.602,-2.276,1.481,-3.534,4205.79,0
92519,0.164,1.258,-1.873,-0.033,4.372,4.631,-0.737,-2.839,3.654,0.281,2106.26,0
143118,-1.842,-0.801,-1.963,-4.579,3.141,-2.604,-1.832,-1.76,-4.96,-0.612,2391.51,0
90625,-1.122,0.21,-4.775,0.472,3.316,1.182,2.925,3.535,-2.385,3.3,4.92,0
14278,1.403,2.856,0.326,-0.788,0.596,2.048,2.439,2.049,4.393,-4.026,869.14,0
87792,0.56,-0.084,4.659,-4.179,3.938,0.658,2.462,0.037,1.727,3.627,?,0
156044,0.452,4.253,-0.907,4.022,4.87,-0.092,4.791,1.617,1.955,4.107,3929.21,0
123493,4.264,-0.301,-0.779,0.489,-4.63,2.779,-4.044,-4.398,-1.67,4.158,1152,0
131868,-3.537,4.397,-0.602,-3.318,0.791,0.101,2.037,-2.293,-2.06,1.781,4501.61,0
155226,-4.046,1.009,-1.237,-0.818,0.356,-1.644,-2.851,0.955,-3.227,-0.174,538.08,0
93927,-2.293,-2.71,-4.305,3.231,3.921,3.123,3.472,-0.496,0.465,-3.207,4579.88,0
66175,-4.615,-3.616,-2.689,-4.672,4.764,0.588,2.463,-1.439,0.225,-4.475,1147.02,0
170597,-2.519,1.433,-3.529,1.547,-3.074,-3.78,-0.006,-2.25,3.048,-0.766,1714.62,0
4959,-3.815,-0.44,0.698,-1.652,4.065,4.725,-2.453,3.614,0.53,-3.17,4966.54,0
76070,0.175,-4.692,-4.906,3.712,-1.442,-2.745,3.036,-1.778,1.616,-1.511,1355.03,0
3858,4.235,-1.106,-0.453,0.136,1.454,-3.737,-1.192,-2.823,-4.554,0.599,2330.05,0
59787,2.676,0.454,4.704,4.042,-4.84,-0.583,-2.458,-0.316,-0.517,0.494,158.95,1
110996,2.543,-4.534,-4.927,3.576,-0.845,3.126,0.866,4.854,0.502,-0.33,3011.41,0
14638,1.816,0.418,0.215,-3.671,1.695,4.789,0.997,2.729,2.556,-1.463,3415.96,0
12293,2.961,2.187,-4.215,1.968,4.63,3.556,3.95,-3.324,-4.934,-2.079,3357.12,0
75873,-2.778,4.831,2.335,3.005,-1.612,3.672,-3.582,4.705,3.982,4.905,1797.79,0
37097,-0.236,-4.011,-1.784,0.028,1.789,-2.386,-4.479,3.578,1.537,-4.455,3021.01,0
12009,0.865,3.227,1.027,-1.599,-4.699,4.976,-2.164,2.843,-3.945,-0.126,2754.86,0
13779,0.117,-0.982,4.437,3.648,-3.252,2.935,-0.064,-1.585,3.086,4.769,2718.92,0
76970,2.992,1.872,2.387,-4.759,0.919,-0.804,4.108,1.035,-3.8,-0.505,2381.7,0
76589,-3.445,0.34,-2.729,-1.447,-2.315,3.842,-1.857,-1.293,1.688,-3.931,4426.9,0
11249,-2.8,1.47,0.73,-3.209,-4.877,-3.562,-3.691,4.482,-4.775,4.72,517.07,0
98443,0.991,1.372,1.074,2.372,1.816,0.37,-2.678,2.24,-3.984,3.499,2471.94,0
133119,3.783,1.841,1.179,-3.199,2.262,1.114,2.089,2.715,3.411,1.593,3070.34,0
171907,2.171,-3.63,3.344,0.308,-2.839,-2.963,-3.175,3.268,4.504,1.512,2323.98,0
13059,,-0.777,-3.921,-1.11,-1.384,3.155,0.087,-0.172,-1.443,1.469,2861.04,0
55615,4.357,2.906,-4.163,1.25,3.246,-2.496,0.457,-3.301,3.339,4.682,461.39,0
159983,-2.78,4.871,-1.437,-1.015,-2.964,1.267,2.085,0.76,0.197,-0.098,1197.94,0
101063,1.397,0.193,3.133,0.673,1.934,1.719,1.919,3.784,1.317,2.472,4300.48,0
90556,2.453,-2.706,1.038,-1.805,4.661,2.15,-3.552,-2.86,0.437,-0.075,3698.57,0
34473,-3.014,-4.481,-0.451,-3.029,-0.733,-2.167,-0.854,-0.943,3.598,3.181,3079.86,0
162297,1.307,-4.8,2.947,0.641,0.457,-0.55,-4.124,3.619,-4.348,-2.833,108.53,0
92780,-0.992,-3.457,1.851,-1.766,-1.903,-2.657,4.129,-0.62,-2.4,-0.296,1887.31,0
102278,4.527,-3.709,-1.524,-1.124,-0.675,-4.588,2.998,-3.661,2.76,1.136,3595.75,0
75556,2.095,4.711,3.495,-4.034,-4.824,4.603,-2.059,-1.762,-0.821,-2.437,4905.89,0
170623,3.008,1.701,-1.751,-2.62,-0.844,3.743,0.23,-0.174,-4.755,2.721,3767.09,0
36661,0.307,0.008,1.35,-1.653,-2.042,-3.45,3.803,-4.036,1.281,-3.898,1461.18,0
19517,,-2.359,4.112,-0.763,2.154,-4.17,2.633,-3.51,0.951,0.942,892.82,0
121890,3.99,-4.223,-3.968,-4.863,3.342,1.498,-1.892,1.731,1.152,3.779,3657.52,0
10471,2.636,-1.131,4.212,2.124,0.292,-1.34,0.616,0.482,-3.232,-1.048,2080.18,0
105382,0.349,-0.149,2.82,-1.716,4.239,-1.298,1.521,0.738,0.773,-0.717,83.72,0
117035,4.571,2.853,-1.305,1.407,-0.545,2.775,-2.282,-4.095,2.715,-3.161,1800.87,0
74456,-2.395,-2.552,1.707,4.286,-4.956,4.739,2.635,3.946,2.884,-4.325,1303.45,0
147115,2.846,-1.138,0.117,1.016,1.893,-0.771,1.552,4.312,-4.653,0.139,1800.62,0
9320,2.869,-2.361,-4.08,3.364,4.507,3.076,1.957,1.845,0.753,2.949,1428.16,0
134010,1.332,1.458,-2.948,-4.583,4.847,4.425,-2.224,-4.247,-1.113,2.443,449.86,0
133545,-1.12,-1.312,-4.024,0.016,-0.357,-3.421,3.739,-3.259,3.129,-3.219,51.41,0
161694,3.698,2.007,-4.94,-0.43,-1.363,-3.114,-0.911,-1.153,4.826,-4.061,48.74,0
46949,-3.654,3.43,-4.976,4.16,4.998,4.795,-1.559,1.571,0.514,0.655,3390.06,0
98662,,-2.603,3.231,3.201,-2.642,-3.906,1.118,4.739,-2.657,-3.73,2655.24,0
119533,-2.273,2.956,-1.894,-1.958,3.774,3.966,2.295,1.695,3.076,1.609,2485.66,0
59218,-3.149,4.981,0.188,-0.127,-3.551,-3.772,-4.826,-2.628,-3.24,-0.663,78.31,0
148251,4.235,2.476,2.579,0.733,1.289,-1.924,-4.042,4.534,1.35,3.93,837.22,0
19228,,-1.086,0.078,-2.263,-1.784,1.005,-2.162,2.65,1.3,-2.905,3752.1,0
124382,4.981,-0.137,-3.228,0.729,1.269,4.619,2.921,3.44,2.717,-4.462,3883.51,0
59810,0.115,0.609,-3.22,-2.844,-1.577,-1.866,0.583,-1.536,-0.118,3.573,2596.24,0
154658,-4.928,2.93,2.956,-3.308,-2.588,-0.58,-0.253,-1.974,-3.92,4.386,3752.77,0
87047,3.619,-3.296,-0.729,3.066,2.174,1.948,-4.705,2.197,-2.142,0.225,552.8,0
98553,-0.95,1.472,-4.401,0.124,-3.292,-1.906,-2.592,-3.278,-0.111,-1.286,4504.97,0
80249,-3.528,2.411,1.326,-1.013,-4.362,-2.652,-0.098,4.855,1.195,4.701,423.82,0
89299,4.588,-1.797,3.089,-4.982,-1.158,-3.86,0.878,-1.567,1.76,4.837,810.55,0
56956,1.567,2.593,2.109,1.905,1.461,4.465,3.198,-2.314,0.733,-0.58,3418.67,0
155995,1.511,3.028,-1.475,3.548,2.212,-2.621,-0.805,-3.154,-1.371,2.731,506.47,0
142121,-4.527,-0.244,1.469,-3.452,-4.742,2.694,-3.024,0.079,3.768,2.6,?,0
59331,-2.035,2.857,-1.095,3.075,3.391,-2.868,1.624,0.43,4.616,0.507,4483.75,0
103926,4.618,-2.054,-0.077,3.984,-0.854,-2.085,2.411,4.607,-2.055,-0.737,1895.66,0
48880,-1.999,0.399,-2.749,4.467,2.109,2.606,-1.6,3.783,1.906,-0.868,1163.06,0
111200,-4.502,-3.694,4.853,2.073,3.038,3.17,2.037,1.712,-0.369,-2.484,1649.49,0
136424,3.9,-3.617,-2.924,1.622,1.722,-4.014,4.636,1.563,-3.209,-2.379,4518.74,0
35190,,-1.161,3.515,3.637,-3.866,-2.519,2.782,2.109,-1.975,-1.479,4922.26,0
40833,-0.488,-4.143,2.235,0.152,1.117,1.759,-4.76,-3.93,4.004,-4.199,1946.38,0
13087,-2.785,2.074,-3.722,2.787,1.019,-1.506,4.925,0.144,-1.239,0.27,924.85,0
151850,-2.552,3.272,-4.266,-2.995,2.974,-3.307,-3.324,2.737,-4.967,4.997,4547.6,0
42335,-1.841,4.469,1.488,2.876,-1.494,-1.918,0.259,-3.104,-2.747,0.819,1536.3,0
156313,-3.707,-4.144,-3.026,-1.329,-2.591,-3.842,-0.821,-1.955,-1.945,0.072,1874.69,0
17849,-2.016,3.885,-2.555,2.064,-3.565,-3.256,0.734,-2.77,2.606,4.767,4896.54,0
137652,0.852,2.582,4.763,-4.181,-1.181,-2.285,3.588,-1.004,1.506,-2.228,4525.3,0
103507,-3.645,-4.387,2.245,-0.938,-2.517,2.962,-0.415,4.783,-3.485,1.121,4084.33,0
512,-2.16,-2.859,2.784,-1.808,4.954,-4.844,-2.035,1.574,-3.302,-3.808,3895.31,0
93312,-1.43,3.01,-1.074,3.455,3.105,-2.994,3.828,-2.307,-4.838,4.719,2357.62,0
74313,4.571,0.186,-0.476,-4.659,-3.903,-1.722,-1.369,-1.337,4.645,4.073,3895.01,0
50895,3.494,-3.646,1.664,1.49,-4.029,-3.458,1.341,0.937,0.918,-4.556,3202.54,0
122338,0.6,-4.164,-4.357,-0.634,-4.974,1.339,2.777,0.969,-3.801,-1.919,4210.72,1
